reservation_id,customer_id,room_id,booking_channel_id,payment_type_id,date_key,stay_length,total_services_used,total_service_amount,amount,rating
2120,39,16,1,2,20240212,1,3,1750.0,2150.0,3.0
2121,27,17,2,2,20241103,1,3,1500.0,1900.0,2.0
2122,37,29,3,3,20240907,7,2,1650.0,5850.0,1.0
2123,34,29,2,1,20241005,3,0,0.0,1800.0,
2124,44,11,3,1,20240305,1,3,3200.0,3600.0,5.0
2125,44,7,2,1,20240529,1,1,400.0,600.0,
2126,5,8,2,2,20240507,6,1,1000.0,2200.0,
2127,23,1,1,2,20241120,1,1,300.0,500.0,5.0
2128,17,27,3,1,20240716,4,0,0.0,2400.0,
2129,16,25,4,2,20240520,6,3,3450.0,7050.0,
2130,22,12,1,2,20240406,6,2,2300.0,4700.0,4.0
2131,17,20,1,2,20241025,1,3,2250.0,2650.0,2.0
2132,2,23,1,1,20240229,1,3,1650.0,2250.0,1.0
2133,2,19,3,2,20240124,2,2,800.0,1600.0,
2134,10,18,4,3,20241031,3,2,1600.0,2800.0,2.0
2135,32,15,1,1,20240421,2,1,1000.0,1800.0,3.0
2136,13,3,2,1,20240927,1,0,0.0,200.0,3.0
2137,32,23,3,1,20240120,5,0,0.0,3000.0,3.0
2138,27,19,2,2,20240402,3,3,1450.0,2650.0,5.0
2139,41,23,1,2,20240318,2,2,1600.0,2800.0,3.0
2140,39,29,1,2,20240214,6,1,2000.0,5600.0,
2141,36,3,1,2,20241006,6,2,1100.0,2300.0,3.0
2142,49,14,3,1,20240121,3,3,3200.0,4400.0,1.0
2143,34,10,1,2,20241013,4,0,0.0,800.0,4.0
2144,41,19,3,1,20240625,7,3,1400.0,4200.0,5.0
2145,26,24,3,2,20240701,7,3,2400.0,6600.0,5.0
2146,23,5,2,3,20240219,5,1,200.0,1200.0,
2147,8,15,1,3,20240930,5,3,1000.0,3000.0,
2148,20,26,3,2,20240611,1,0,0.0,600.0,4.0
2149,5,30,1,2,20240202,3,3,1250.0,3050.0,
2150,45,16,4,2,20240622,4,3,2650.0,4250.0,
2151,8,23,2,2,20240420,2,2,650.0,1850.0,
2152,18,19,1,1,20240325,5,3,4050.0,6050.0,3.0
2153,32,5,4,2,20240104,1,3,2850.0,3050.0,
2154,29,28,4,1,20241024,1,2,1100.0,1700.0,
2155,18,29,4,1,20240910,1,2,1350.0,1950.0,
2156,23,3,2,2,20240804,5,1,400.0,1400.0,3.0
2157,44,22,1,2,20240507,6,0,0.0,3600.0,2.0
2158,31,26,2,3,20240911,2,1,200.0,1400.0,
2159,6,25,1,2,20241116,7,0,0.0,4200.0,
2160,16,8,1,3,20241011,4,2,1150.0,1950.0,
2161,11,17,3,2,20240913,1,1,400.0,800.0,4.0
2162,3,30,2,3,20240826,7,3,1850.0,6050.0,1.0
2163,28,12,4,3,20240807,3,0,0.0,1200.0,4.0
2164,4,7,1,2,20240513,2,2,900.0,1300.0,
2165,17,5,2,1,20240704,4,2,950.0,1750.0,
2166,41,23,2,1,20240428,2,3,1850.0,3050.0,3.0
2167,5,8,2,1,20240713,5,0,0.0,1000.0,5.0
2168,21,14,2,1,20240522,4,0,0.0,1600.0,5.0
2169,7,25,1,3,20240709,5,0,0.0,3000.0,4.0
2170,1,12,3,3,20240523,4,0,0.0,1600.0,5.0
2171,39,14,2,2,20240324,6,1,600.0,3000.0,2.0
2172,10,11,3,2,20240802,3,2,600.0,1800.0,3.0
2173,29,29,4,2,20240221,4,0,0.0,2400.0,5.0
2174,36,10,1,1,20240110,6,0,0.0,1200.0,1.0
2175,50,16,2,1,20240218,6,2,900.0,3300.0,
2176,25,7,2,1,20240515,3,1,100.0,700.0,
2177,21,15,1,3,20241227,7,1,1500.0,4300.0,
2178,1,4,4,1,20240109,3,1,750.0,1350.0,
2179,8,17,3,1,20240411,2,2,600.0,1400.0,2.0
2180,3,4,3,1,20240324,3,3,1950.0,2550.0,
2181,27,5,3,1,20240612,3,2,900.0,1500.0,3.0
2182,24,9,4,1,20240819,4,2,1000.0,1800.0,2.0
2183,4,17,3,3,20241012,2,2,3250.0,4050.0,
2184,28,3,1,1,20241023,4,3,3350.0,4150.0,4.0
2185,35,21,3,3,20240531,1,0,0.0,600.0,
2186,30,12,4,1,20241115,3,2,950.0,2150.0,3.0
2187,38,20,2,1,20240416,2,2,900.0,1700.0,
2188,41,7,4,2,20241031,6,3,1100.0,2300.0,3.0
2189,28,24,4,3,20241101,2,1,200.0,1400.0,4.0
2190,26,14,3,2,20240726,5,1,400.0,2400.0,
2191,21,16,4,2,20241202,3,3,1600.0,2800.0,
2192,35,27,3,2,20240724,6,1,1000.0,4600.0,3.0
2193,33,4,3,1,20241017,6,2,800.0,2000.0,2.0
2194,11,7,4,3,20240130,2,0,0.0,400.0,4.0
2195,41,24,4,3,20240620,1,0,0.0,600.0,
2196,50,22,4,2,20240330,7,0,0.0,4200.0,
2197,34,15,2,3,20240414,2,2,1600.0,2400.0,3.0
2198,48,12,3,1,20240706,6,2,900.0,3300.0,5.0
2199,22,15,4,3,20240722,6,2,1100.0,3500.0,
2200,16,5,2,3,20240527,5,1,1000.0,2000.0,4.0
2201,1,19,2,3,20240504,1,0,0.0,400.0,
2202,13,22,2,3,20240201,6,1,1500.0,5100.0,3.0
2203,32,5,4,2,20241009,1,3,2300.0,2500.0,
2204,10,21,2,3,20240122,7,3,2600.0,6800.0,
2205,15,18,2,1,20240609,4,2,600.0,2200.0,
2206,39,12,3,2,20240502,4,1,1000.0,2600.0,1.0
2207,36,13,3,2,20240510,7,3,1950.0,4750.0,2.0
2208,24,24,4,1,20240420,7,2,900.0,5100.0,5.0
2209,10,9,3,2,20241206,7,3,3000.0,4400.0,2.0
2210,31,12,2,3,20241130,5,2,550.0,2550.0,
2211,12,3,3,1,20240929,7,1,1000.0,2400.0,
2212,16,25,1,1,20241120,1,2,800.0,1400.0,4.0
2213,43,27,2,1,20240109,5,3,1850.0,4850.0,2.0
2214,22,9,4,1,20241217,7,3,2750.0,4150.0,4.0
2215,40,26,4,1,20240829,7,2,1000.0,5200.0,5.0
2216,16,25,2,1,20240301,1,2,700.0,1300.0,1.0
2217,3,18,2,3,20240130,5,2,2400.0,4400.0,4.0
2218,49,9,2,2,20240712,6,2,500.0,1700.0,
2219,44,19,1,3,20240513,3,3,1150.0,2350.0,
2220,8,2,2,1,20241213,1,3,3300.0,3500.0,1.0
2221,48,29,2,1,20241118,4,1,1500.0,3900.0,3.0
2222,16,7,4,1,20241229,3,1,750.0,1350.0,3.0
2223,18,2,1,2,20240305,4,3,3400.0,4200.0,4.0
2224,7,1,1,2,20240216,2,1,200.0,600.0,
2225,19,12,4,3,20240614,6,3,1350.0,3750.0,1.0
2226,27,30,1,3,20240713,2,1,150.0,1350.0,2.0
2227,8,14,1,3,20240210,7,3,450.0,3250.0,5.0
2228,45,9,4,1,20240229,3,1,2000.0,2600.0,
2229,9,15,3,1,20240227,5,3,3550.0,5550.0,4.0
2230,49,14,2,3,20240521,5,0,0.0,2000.0,
2231,3,22,3,2,20240411,6,2,950.0,4550.0,3.0
2232,13,24,3,3,20241218,1,2,1450.0,2050.0,5.0
2233,14,3,2,1,20241026,4,2,550.0,1350.0,4.0
2234,5,4,2,3,20240225,5,2,1600.0,2600.0,
2235,35,8,4,1,20241009,1,2,1450.0,1650.0,4.0
2236,1,9,3,3,20240630,4,2,1800.0,2600.0,
2237,2,26,4,1,20240319,5,2,2300.0,5300.0,4.0
2238,30,2,3,1,20240215,7,2,1000.0,2400.0,2.0
2239,48,19,4,1,20240516,6,1,1000.0,3400.0,
2240,14,26,3,3,20240930,5,2,1400.0,4400.0,2.0
2241,11,11,1,2,20240720,3,2,900.0,2100.0,
2242,40,28,1,1,20241004,3,0,0.0,1800.0,
2243,1,5,3,2,20240912,1,1,450.0,650.0,5.0
2244,16,16,1,1,20240108,5,3,2700.0,4700.0,
2245,10,14,4,3,20241130,4,0,0.0,1600.0,3.0
2246,49,27,3,1,20240909,4,1,2000.0,4400.0,
2247,44,4,3,1,20240812,2,3,1900.0,2300.0,4.0
2248,26,25,3,1,20240118,2,0,0.0,1200.0,5.0
2249,6,9,4,1,20240223,7,3,2700.0,4100.0,
2250,32,29,1,2,20240309,3,3,3600.0,5400.0,4.0
2251,4,11,3,1,20241007,2,3,800.0,1600.0,
2252,43,12,4,1,20240424,1,1,400.0,800.0,
2253,3,24,1,3,20240322,3,0,0.0,1800.0,1.0
2254,49,8,2,1,20240408,4,1,400.0,1200.0,4.0
2255,4,24,1,2,20240816,1,0,0.0,600.0,5.0
2256,9,6,3,1,20241011,7,1,800.0,2200.0,2.0
2257,33,11,2,2,20241117,7,2,3100.0,5900.0,1.0
2258,3,15,4,2,20240101,4,1,750.0,2350.0,
2259,31,21,4,3,20240121,4,0,0.0,2400.0,2.0
2260,38,15,3,1,20240528,4,1,400.0,2000.0,
2261,18,27,2,2,20240312,2,0,0.0,1200.0,
2262,32,11,3,1,20240401,1,1,1500.0,1900.0,
2263,47,3,3,1,20241014,6,3,3200.0,4400.0,4.0
2264,12,15,3,2,20240504,6,2,1100.0,3500.0,3.0
2265,25,26,2,3,20240609,5,2,350.0,3350.0,
2266,17,26,1,3,20241120,1,0,0.0,600.0,1.0
2267,47,29,1,3,20240923,3,1,2500.0,4300.0,
2268,19,28,4,3,20240817,3,1,1000.0,2800.0,2.0
2269,3,1,2,2,20241114,6,1,500.0,1700.0,
2270,37,1,4,3,20241113,2,3,2000.0,2400.0,
2271,34,20,1,2,20240325,5,0,0.0,2000.0,
2272,25,4,2,2,20240224,1,1,300.0,500.0,2.0
2273,29,30,4,1,20240308,3,2,1750.0,3550.0,
2274,19,22,3,3,20240113,7,2,1150.0,5350.0,
2275,50,22,1,1,20240408,4,0,0.0,2400.0,1.0
2276,44,22,2,1,20240517,7,2,800.0,5000.0,5.0
2277,36,11,3,3,20240330,1,2,3500.0,3900.0,4.0
2278,46,23,4,1,20240824,5,0,0.0,3000.0,3.0
2279,49,8,3,3,20240424,3,1,400.0,1000.0,5.0
2280,16,9,1,2,20240413,3,1,300.0,900.0,3.0
2281,48,13,2,2,20240916,2,1,150.0,950.0,
2282,47,16,4,1,20240327,5,3,1650.0,3650.0,5.0
2283,14,24,2,2,20241010,2,2,1900.0,3100.0,
2284,6,20,4,1,20240901,5,2,2300.0,4300.0,
2285,37,30,2,3,20241213,1,2,1200.0,1800.0,
2286,29,29,3,1,20240425,2,2,1400.0,2600.0,5.0
2287,4,5,1,1,20240826,2,0,0.0,400.0,3.0
2288,22,24,3,2,20240914,2,1,200.0,1400.0,2.0
2289,7,30,1,3,20240503,5,1,1000.0,4000.0,4.0
2290,3,9,1,3,20240526,4,2,700.0,1500.0,5.0
2291,35,9,4,2,20240202,1,3,650.0,850.0,3.0
2292,6,26,3,2,20240921,4,1,1000.0,3400.0,
2293,23,5,2,3,20240801,4,2,1100.0,1900.0,2.0
2294,10,10,4,2,20240816,4,3,1250.0,2050.0,4.0
2295,49,3,4,1,20240412,2,3,1450.0,1850.0,3.0
2296,15,27,3,3,20241108,4,1,300.0,2700.0,1.0
2297,3,8,2,2,20240516,4,0,0.0,800.0,
2298,26,1,2,2,20241118,4,3,1400.0,2200.0,
2299,50,22,3,2,20240308,3,1,2000.0,3800.0,3.0
2300,32,18,2,2,20240701,1,3,3850.0,4250.0,4.0
2301,48,9,2,2,20241111,7,1,750.0,2150.0,
2302,24,11,1,1,20240525,6,1,500.0,2900.0,5.0
2303,26,30,3,2,20240830,3,3,1900.0,3700.0,
2304,50,9,1,1,20240718,1,3,1850.0,2050.0,3.0
2305,49,17,3,1,20240603,5,1,1000.0,3000.0,
2306,34,12,2,3,20241221,2,0,0.0,800.0,2.0
2307,10,6,3,3,20241017,2,1,100.0,500.0,
2308,8,3,4,1,20240507,3,2,1300.0,1900.0,3.0
2309,22,14,1,2,20240823,2,0,0.0,800.0,1.0
2310,50,3,4,1,20241207,3,3,2450.0,3050.0,2.0
2311,34,1,2,1,20241022,7,1,1000.0,2400.0,
2312,23,7,2,2,20240326,7,2,650.0,2050.0,1.0
2313,21,2,1,2,20240831,3,0,0.0,600.0,4.0
2314,18,25,2,3,20240915,7,2,3300.0,7500.0,
2315,1,10,4,1,20240621,7,0,0.0,1400.0,4.0
2316,49,30,2,1,20241014,5,2,2800.0,5800.0,1.0
2317,41,19,4,3,20240806,4,2,2800.0,4400.0,4.0
2318,14,3,3,1,20240708,1,0,0.0,200.0,2.0
2319,29,30,3,2,20240129,3,2,1300.0,3100.0,
2320,42,11,4,1,20240924,4,2,950.0,2550.0,2.0
2321,38,29,1,3,20240608,3,0,0.0,1800.0,1.0
2322,34,25,2,3,20240707,4,2,2300.0,4700.0,
2323,5,20,3,1,20240216,5,2,2800.0,4800.0,4.0
2324,47,5,3,2,20240829,2,0,0.0,400.0,5.0
2325,11,28,4,2,20240328,1,1,300.0,900.0,1.0
2326,24,17,2,3,20241011,7,2,2200.0,5000.0,
2327,42,14,4,3,20240606,7,1,500.0,3300.0,1.0
2328,41,26,4,3,20241105,3,2,2600.0,4400.0,3.0
2329,49,13,4,3,20240303,2,2,900.0,1700.0,
2330,34,16,1,2,20240108,2,0,0.0,800.0,
2331,17,14,3,3,20240622,6,1,300.0,2700.0,
2332,18,6,1,3,20240628,5,2,900.0,1900.0,3.0
2333,30,15,1,1,20240806,4,0,0.0,1600.0,1.0
2334,21,17,4,3,20240310,3,1,800.0,2000.0,3.0
2335,8,27,4,1,20240404,2,2,2800.0,4000.0,2.0
2336,14,5,1,1,20240921,2,0,0.0,400.0,4.0
2337,34,20,2,1,20240501,6,1,200.0,2600.0,1.0
2338,17,4,2,3,20241106,7,1,600.0,2000.0,5.0
2339,34,3,3,1,20241121,1,0,0.0,200.0,1.0
2340,39,15,1,3,20240907,7,3,3200.0,6000.0,3.0
2341,25,24,2,3,20240223,6,2,650.0,4250.0,3.0
2342,12,15,1,2,20240202,3,2,700.0,1900.0,
2343,20,18,2,2,20240619,2,3,2050.0,2850.0,
2344,7,24,2,3,20240803,4,1,400.0,2800.0,2.0
2345,48,20,1,3,20240820,5,2,1300.0,3300.0,
2346,28,10,4,2,20241015,7,2,600.0,2000.0,
2347,47,6,4,3,20240212,2,1,100.0,500.0,2.0
2348,29,4,3,3,20240331,6,0,0.0,1200.0,
2349,3,11,2,3,20240828,7,0,0.0,2800.0,3.0
2350,9,14,1,1,20241209,4,2,600.0,2200.0,2.0
2351,2,4,4,1,20240204,5,2,2900.0,3900.0,
2352,7,11,2,1,20240909,7,3,1200.0,4000.0,
2353,3,17,1,1,20241113,2,2,1450.0,2250.0,2.0
2354,27,10,3,2,20240713,5,0,0.0,1000.0,
2355,9,27,2,3,20241003,3,2,800.0,2600.0,
2356,45,28,3,1,20241018,3,2,1000.0,2800.0,
2357,46,21,3,1,20240413,2,3,2950.0,4150.0,2.0
2358,42,13,1,2,20240219,2,3,3150.0,3950.0,1.0
2359,45,5,1,2,20241011,2,2,2750.0,3150.0,2.0
2360,4,22,3,2,20241010,1,2,1200.0,1800.0,
2361,31,24,1,3,20240111,1,2,1050.0,1650.0,
2362,2,21,3,3,20240125,4,0,0.0,2400.0,3.0
2363,45,11,1,2,20241019,4,1,750.0,2350.0,
2364,21,7,4,2,20240113,5,1,2000.0,3000.0,2.0
2365,20,5,2,2,20240229,2,3,1650.0,2050.0,4.0
2366,12,7,2,3,20241101,6,3,2750.0,3950.0,3.0
2367,10,19,1,2,20241014,4,3,3700.0,5300.0,2.0
2368,43,2,1,1,20240523,3,2,750.0,1350.0,3.0
2369,25,6,3,1,20240923,4,0,0.0,800.0,2.0
2370,45,7,2,3,20240919,4,0,0.0,800.0,2.0
2371,24,24,2,1,20240822,7,0,0.0,4200.0,5.0
2372,13,6,1,2,20241118,3,3,1750.0,2350.0,2.0
2373,4,21,4,1,20241220,6,2,1300.0,4900.0,5.0
2374,50,21,1,1,20240916,7,3,800.0,5000.0,2.0
2375,36,9,4,1,20240628,6,1,400.0,1600.0,3.0
2376,23,1,3,2,20240111,7,3,3300.0,4700.0,3.0
2377,32,26,1,1,20240106,2,3,1850.0,3050.0,
2378,2,5,3,3,20240814,5,3,2750.0,3750.0,5.0
2379,24,28,2,1,20240617,1,1,1000.0,1600.0,
2380,35,12,3,1,20240511,5,0,0.0,2000.0,
2381,8,30,2,3,20241030,4,1,1000.0,3400.0,5.0
2382,36,17,4,3,20240917,4,1,300.0,1900.0,
2383,7,29,1,3,20240219,2,3,1350.0,2550.0,
2384,24,20,3,1,20240521,4,0,0.0,1600.0,
2385,17,10,2,3,20240725,6,1,300.0,1500.0,1.0
2386,8,17,4,1,20240930,7,2,650.0,3450.0,3.0
2387,11,5,3,1,20240105,7,0,0.0,1400.0,1.0
2388,17,3,1,1,20240213,6,3,900.0,2100.0,4.0
2389,1,29,3,3,20240806,3,2,1150.0,2950.0,
2390,21,28,3,1,20240824,7,1,2000.0,6200.0,2.0
2391,28,4,2,3,20241219,1,3,2050.0,2250.0,2.0
2392,31,18,3,2,20240331,7,3,2800.0,5600.0,4.0
2393,35,18,3,3,20241220,2,2,850.0,1650.0,
2394,9,28,3,1,20240124,3,2,2600.0,4400.0,
2395,9,8,1,1,20241111,3,3,750.0,1350.0,3.0
2396,16,4,3,2,20240421,7,2,3300.0,4700.0,5.0
2397,30,16,4,1,20240605,4,2,800.0,2400.0,1.0
2398,26,9,2,2,20241031,7,0,0.0,1400.0,
2399,29,14,2,3,20241010,7,0,0.0,2800.0,5.0
2400,3,18,3,1,20241023,7,1,450.0,3250.0,4.0
2401,21,12,2,2,20241020,5,1,500.0,2500.0,
2402,7,22,3,2,20240415,4,1,600.0,3000.0,3.0
2403,12,20,2,2,20240803,2,3,1500.0,2300.0,2.0
2404,15,14,3,3,20240412,4,3,2850.0,4450.0,
2405,5,27,1,3,20241003,1,0,0.0,600.0,5.0
2406,49,14,2,2,20241011,2,1,1000.0,1800.0,4.0
2407,11,11,1,1,20241008,6,1,1000.0,3400.0,4.0
2408,34,19,2,3,20241205,3,1,500.0,1700.0,3.0
2409,42,12,4,2,20241020,2,2,900.0,1700.0,
2410,45,10,4,2,20241122,1,1,1500.0,1700.0,1.0
2411,27,5,3,3,20240421,1,3,1700.0,1900.0,
2412,20,24,3,1,20240429,6,3,1600.0,5200.0,2.0
2413,39,5,3,3,20240226,1,3,2200.0,2400.0,
2414,10,18,3,1,20240802,3,2,1650.0,2850.0,5.0
2415,2,26,2,1,20240817,1,0,0.0,600.0,4.0
2416,37,16,4,3,20240724,6,3,3900.0,6300.0,
2417,40,18,3,1,20240429,2,2,900.0,1700.0,5.0
2418,16,23,4,2,20240320,3,3,1100.0,2900.0,
2419,49,26,2,3,20240605,7,3,1450.0,5650.0,1.0
2420,46,12,1,1,20240222,6,3,2350.0,4750.0,4.0
2421,30,12,4,3,20241029,1,1,500.0,900.0,4.0
2422,10,10,3,2,20240318,1,1,500.0,700.0,3.0
2423,28,1,1,1,20240818,1,2,1300.0,1500.0,5.0
2424,29,9,1,1,20240202,3,1,500.0,1100.0,
2425,26,2,1,2,20241119,6,1,400.0,1600.0,4.0
2426,42,11,2,2,20240719,7,0,0.0,2800.0,
2427,17,29,4,1,20240912,2,0,0.0,1200.0,
2428,9,30,2,1,20240222,5,3,2800.0,5800.0,1.0
2429,13,16,1,3,20240904,3,3,3300.0,4500.0,
2430,21,30,3,1,20240430,2,2,800.0,2000.0,3.0
2431,35,9,1,2,20240719,1,2,1350.0,1550.0,
2432,18,28,4,1,20240528,6,2,1700.0,5300.0,3.0
2433,37,29,2,1,20240618,1,2,600.0,1200.0,
2434,42,13,3,2,20241009,3,1,100.0,1300.0,2.0
2435,42,23,3,2,20241020,6,0,0.0,3600.0,3.0
2436,36,30,3,2,20240817,5,1,1000.0,4000.0,2.0
2437,13,25,2,1,20240603,6,1,1000.0,4600.0,1.0
2438,39,25,1,1,20240521,5,0,0.0,3000.0,1.0
2439,20,27,1,3,20240926,7,2,2250.0,6450.0,
2440,41,2,4,3,20240928,2,3,3450.0,3850.0,
2441,32,16,1,3,20240103,1,3,2000.0,2400.0,
2442,17,18,2,2,20240310,1,2,1400.0,1800.0,4.0
2443,24,29,3,3,20240430,1,2,1700.0,2300.0,4.0
2444,25,16,3,2,20240906,6,3,2700.0,5100.0,2.0
2445,9,30,1,3,20241015,5,0,0.0,3000.0,4.0
2446,34,1,2,2,20240624,5,2,350.0,1350.0,4.0
2447,16,12,3,1,20240402,3,3,1700.0,2900.0,3.0
2448,31,25,3,3,20240725,4,0,0.0,2400.0,4.0
2449,35,7,3,3,20240113,2,0,0.0,400.0,3.0
2450,6,18,4,1,20241009,6,0,0.0,2400.0,1.0
2451,2,2,1,2,20241217,2,3,1450.0,1850.0,2.0
2452,43,26,1,2,20240129,3,2,1000.0,2800.0,
2453,17,30,4,2,20240201,3,3,2000.0,3800.0,4.0
2454,44,13,3,1,20240104,3,2,900.0,2100.0,
2455,34,28,2,1,20240428,6,1,450.0,4050.0,2.0
2456,22,15,2,1,20240524,2,2,750.0,1550.0,
2457,50,23,1,2,20241020,3,1,300.0,2100.0,5.0
2458,5,8,1,3,20240118,7,0,0.0,1400.0,
2459,11,13,2,1,20240528,3,3,3600.0,4800.0,
2460,47,14,3,1,20241102,1,0,0.0,400.0,2.0
2461,25,6,3,1,20240605,1,2,1450.0,1650.0,5.0
2462,7,3,3,1,20240811,4,2,2900.0,3700.0,2.0
2463,11,16,2,1,20240529,5,0,0.0,2000.0,4.0
2464,24,29,2,2,20241119,1,0,0.0,600.0,2.0
2465,4,15,1,3,20240314,2,3,2800.0,3600.0,
2466,10,16,4,3,20241009,2,0,0.0,800.0,5.0
2467,14,9,2,1,20240227,5,2,1650.0,2650.0,
2468,35,23,3,1,20241003,3,0,0.0,1800.0,
2469,25,8,3,3,20240822,7,1,300.0,1700.0,2.0
2470,28,1,3,1,20241005,7,3,2850.0,4250.0,3.0
2471,21,8,1,3,20240821,1,1,2000.0,2200.0,4.0
2472,33,21,2,2,20240425,6,1,400.0,4000.0,2.0
2473,5,30,1,1,20240702,6,0,0.0,3600.0,1.0
2474,50,1,4,1,20241215,2,1,2000.0,2400.0,
2475,36,17,4,3,20241128,4,3,3000.0,4600.0,5.0
2476,3,21,4,2,20240512,3,1,1000.0,2800.0,5.0
2477,34,13,4,3,20241015,2,3,1950.0,2750.0,
2478,21,10,3,3,20240917,1,3,3550.0,3750.0,
2479,24,22,4,1,20240928,2,0,0.0,1200.0,3.0
2480,43,29,4,3,20240519,1,0,0.0,600.0,
2481,5,21,4,2,20241004,7,0,0.0,4200.0,5.0
2482,36,4,1,3,20240207,3,2,500.0,1100.0,4.0
2483,40,29,3,3,20240329,6,1,1500.0,5100.0,2.0
2484,42,1,4,3,20240917,1,0,0.0,200.0,2.0
2485,8,13,2,3,20240822,5,3,3850.0,5850.0,5.0
2486,34,19,3,3,20241208,5,0,0.0,2000.0,2.0
2487,5,24,2,3,20240918,4,0,0.0,2400.0,5.0
2488,18,24,4,2,20240722,4,0,0.0,2400.0,
2489,7,22,1,3,20240719,1,2,1300.0,1900.0,3.0
2490,16,8,4,2,20241211,2,1,2500.0,2900.0,
2491,7,3,4,2,20240516,1,0,0.0,200.0,
2492,8,19,2,2,20240808,7,2,2200.0,5000.0,4.0
2493,19,28,1,3,20240421,5,1,400.0,3400.0,1.0
2494,23,14,3,2,20241215,2,1,200.0,1000.0,2.0
2495,45,28,3,3,20240704,2,2,950.0,2150.0,4.0
2496,31,30,3,3,20241116,2,0,0.0,1200.0,4.0
2497,23,18,3,1,20240205,6,3,1300.0,3700.0,5.0
2498,30,9,4,2,20240914,6,0,0.0,1200.0,4.0
2499,34,19,4,2,20241011,7,3,3450.0,6250.0,1.0
2500,17,25,1,2,20241222,3,1,100.0,1900.0,3.0
2501,25,16,1,2,20240715,7,1,300.0,3100.0,
2502,19,14,2,1,20241114,7,2,1000.0,3800.0,2.0
2503,27,13,3,2,20241209,3,2,1300.0,2500.0,3.0
2504,40,10,4,2,20240331,6,0,0.0,1200.0,4.0
2505,47,2,4,3,20240122,7,1,600.0,2000.0,2.0
2506,6,16,1,1,20240111,2,1,750.0,1550.0,1.0
2507,35,5,3,2,20241212,3,3,2000.0,2600.0,2.0
2508,26,29,4,1,20240412,4,1,200.0,2600.0,
2509,43,13,1,1,20240123,1,3,1950.0,2350.0,2.0
2510,43,4,4,2,20241031,1,3,2600.0,2800.0,2.0
2511,29,30,1,2,20240529,2,1,200.0,1400.0,
2512,50,25,3,3,20240123,2,1,1500.0,2700.0,3.0
2513,3,7,4,1,20240618,1,3,2750.0,2950.0,
2514,26,12,3,2,20240316,5,2,2150.0,4150.0,1.0
2515,1,3,2,1,20240513,1,2,2100.0,2300.0,
2516,40,6,2,1,20240315,3,1,1500.0,2100.0,2.0
2517,6,17,4,2,20241127,4,2,1350.0,2950.0,
2518,50,2,1,2,20240403,2,1,750.0,1150.0,
2519,17,27,1,1,20241025,2,2,1000.0,2200.0,4.0
2520,45,16,1,2,20240119,2,1,600.0,1400.0,
2521,49,26,1,1,20240131,4,3,600.0,3000.0,4.0
2522,37,19,4,1,20240226,4,1,150.0,1750.0,5.0
2523,1,4,3,2,20240720,4,3,1200.0,2000.0,
2524,14,12,4,2,20241115,4,2,1800.0,3400.0,
2525,10,14,2,2,20240321,7,0,0.0,2800.0,
2526,10,26,1,2,20240415,5,0,0.0,3000.0,
2527,23,30,4,1,20240328,5,2,1250.0,4250.0,
2528,13,3,4,3,20240521,5,2,2200.0,3200.0,
2529,47,1,4,3,20240217,2,2,850.0,1250.0,
2530,44,23,4,2,20240813,6,2,900.0,4500.0,4.0
2531,15,12,3,2,20240404,7,0,0.0,2800.0,5.0
2532,9,6,4,2,20240521,3,1,1000.0,1600.0,
2533,12,14,2,3,20241025,1,3,2750.0,3150.0,4.0
2534,17,26,2,2,20240814,4,2,600.0,3000.0,3.0
2535,35,13,3,1,20240218,2,3,2450.0,3250.0,
2536,39,24,3,1,20240517,7,1,150.0,4350.0,
2537,24,21,3,1,20240129,7,0,0.0,4200.0,
2538,48,4,4,3,20240219,4,2,2600.0,3400.0,1.0
2539,43,6,2,2,20240609,6,0,0.0,1200.0,4.0
2540,22,16,2,2,20240724,2,0,0.0,800.0,
2541,49,22,3,3,20240614,6,0,0.0,3600.0,
2542,7,26,4,2,20241008,3,0,0.0,1800.0,4.0
2543,34,24,2,1,20240813,5,0,0.0,3000.0,5.0
2544,8,19,4,3,20240517,3,0,0.0,1200.0,
2545,36,18,3,2,20240626,2,1,600.0,1400.0,5.0
2546,3,2,3,3,20240218,5,3,1650.0,2650.0,
2547,36,13,3,1,20240716,2,2,2500.0,3300.0,
2548,29,9,2,2,20241104,5,2,2150.0,3150.0,2.0
2549,11,29,2,1,20240323,6,2,1100.0,4700.0,5.0
2550,15,10,1,1,20240529,2,2,1150.0,1550.0,4.0
2551,22,13,1,1,20241016,2,1,450.0,1250.0,4.0
2552,29,28,3,1,20240213,1,1,750.0,1350.0,3.0
2553,16,30,2,1,20240126,6,2,2750.0,6350.0,
2554,2,30,4,3,20240416,4,1,200.0,2600.0,3.0
2555,35,23,1,3,20240815,6,1,400.0,4000.0,5.0
2556,31,5,3,2,20240911,3,3,1300.0,1900.0,4.0
2557,36,27,1,3,20240304,4,1,600.0,3000.0,
2558,13,4,3,1,20241212,2,0,0.0,400.0,5.0
2559,8,3,2,2,20240611,2,2,1050.0,1450.0,1.0
2560,16,28,4,1,20241027,2,3,1400.0,2600.0,
2561,3,6,2,2,20241208,6,3,2850.0,4050.0,1.0
2562,20,5,1,3,20240520,1,2,2700.0,2900.0,1.0
2563,7,25,4,1,20240915,7,3,1100.0,5300.0,4.0
2564,9,14,3,3,20241027,4,3,2350.0,3950.0,
