booking_id,customer_id,room_id,booking_channel_id,check_in_date,check_out_date,stay_length
2159,6,25,1,2024-11-16T00:00:00,2024-11-23T00:00:00,7
2160,16,8,1,2024-10-11T00:00:00,2024-10-15T00:00:00,4
2161,11,17,3,2024-09-13T00:00:00,2024-09-14T00:00:00,1
2162,3,30,2,2024-08-26T00:00:00,2024-09-02T00:00:00,7
2163,28,12,4,2024-08-07T00:00:00,2024-08-10T00:00:00,3
2164,4,7,1,2024-05-13T00:00:00,2024-05-15T00:00:00,2
2165,17,5,2,2024-07-04T00:00:00,2024-07-08T00:00:00,4
2166,41,23,2,2024-04-28T00:00:00,2024-04-30T00:00:00,2
2167,5,8,2,2024-07-13T00:00:00,2024-07-18T00:00:00,5
2168,21,14,2,2024-05-22T00:00:00,2024-05-26T00:00:00,4
2169,7,25,1,2024-07-09T00:00:00,2024-07-14T00:00:00,5
2170,1,12,3,2024-05-23T00:00:00,2024-05-27T00:00:00,4
2171,39,14,2,2024-03-24T00:00:00,2024-03-30T00:00:00,6
2172,10,11,3,2024-08-02T00:00:00,2024-08-05T00:00:00,3
2173,29,29,4,2024-02-21T00:00:00,2024-02-25T00:00:00,4
2174,36,10,1,2024-01-10T00:00:00,2024-01-16T00:00:00,6
2175,50,16,2,2024-02-18T00:00:00,2024-02-24T00:00:00,6
2176,25,7,2,2024-05-15T00:00:00,2024-05-18T00:00:00,3
2177,21,15,1,2024-12-27T00:00:00,2025-01-03T00:00:00,7
2178,1,4,4,2024-01-09T00:00:00,2024-01-12T00:00:00,3
2179,8,17,3,2024-04-11T00:00:00,2024-04-13T00:00:00,2
2180,3,4,3,2024-03-24T00:00:00,2024-03-27T00:00:00,3
2181,27,5,3,2024-06-12T00:00:00,2024-06-15T00:00:00,3
2182,24,9,4,2024-08-19T00:00:00,2024-08-23T00:00:00,4
2183,4,17,3,2024-10-12T00:00:00,2024-10-14T00:00:00,2
2184,28,3,1,2024-10-23T00:00:00,2024-10-27T00:00:00,4
2185,35,21,3,2024-05-31T00:00:00,2024-06-01T00:00:00,1
2186,30,12,4,2024-11-15T00:00:00,2024-11-18T00:00:00,3
2187,38,20,2,2024-04-16T00:00:00,2024-04-18T00:00:00,2
2188,41,7,4,2024-10-31T00:00:00,2024-11-06T00:00:00,6
2189,28,24,4,2024-11-01T00:00:00,2024-11-03T00:00:00,2
2190,26,14,3,2024-07-26T00:00:00,2024-07-31T00:00:00,5
2191,21,16,4,2024-12-02T00:00:00,2024-12-05T00:00:00,3
2192,35,27,3,2024-07-24T00:00:00,2024-07-30T00:00:00,6
2193,33,4,3,2024-10-17T00:00:00,2024-10-23T00:00:00,6
2194,11,7,4,2024-01-30T00:00:00,2024-02-01T00:00:00,2
2195,41,24,4,2024-06-20T00:00:00,2024-06-21T00:00:00,1
2196,50,22,4,2024-03-30T00:00:00,2024-04-06T00:00:00,7
2197,34,15,2,2024-04-14T00:00:00,2024-04-16T00:00:00,2
2198,48,12,3,2024-07-06T00:00:00,2024-07-12T00:00:00,6
2199,22,15,4,2024-07-22T00:00:00,2024-07-28T00:00:00,6
2200,16,5,2,2024-05-27T00:00:00,2024-06-01T00:00:00,5
2201,1,19,2,2024-05-04T00:00:00,2024-05-05T00:00:00,1
2202,13,22,2,2024-02-01T00:00:00,2024-02-07T00:00:00,6
2203,32,5,4,2024-10-09T00:00:00,2024-10-10T00:00:00,1
2204,10,21,2,2024-01-22T00:00:00,2024-01-29T00:00:00,7
2205,15,18,2,2024-06-09T00:00:00,2024-06-13T00:00:00,4
2206,39,12,3,2024-05-02T00:00:00,2024-05-06T00:00:00,4
2207,36,13,3,2024-05-10T00:00:00,2024-05-17T00:00:00,7
2208,24,24,4,2024-04-20T00:00:00,2024-04-27T00:00:00,7
2209,10,9,3,2024-12-06T00:00:00,2024-12-13T00:00:00,7
2210,31,12,2,2024-11-30T00:00:00,2024-12-05T00:00:00,5
2211,12,3,3,2024-09-29T00:00:00,2024-10-06T00:00:00,7
2212,16,25,1,2024-11-20T00:00:00,2024-11-21T00:00:00,1
2213,43,27,2,2024-01-09T00:00:00,2024-01-14T00:00:00,5
2214,22,9,4,2024-12-17T00:00:00,2024-12-24T00:00:00,7
2215,40,26,4,2024-08-29T00:00:00,2024-09-05T00:00:00,7
2216,16,25,2,2024-03-01T00:00:00,2024-03-02T00:00:00,1
2217,3,18,2,2024-01-30T00:00:00,2024-02-04T00:00:00,5
2218,49,9,2,2024-07-12T00:00:00,2024-07-18T00:00:00,6
2219,44,19,1,2024-05-13T00:00:00,2024-05-16T00:00:00,3
2220,8,2,2,2024-12-13T00:00:00,2024-12-14T00:00:00,1
2221,48,29,2,2024-11-18T00:00:00,2024-11-22T00:00:00,4
2222,16,7,4,2024-12-29T00:00:00,2025-01-01T00:00:00,3
2223,18,2,1,2024-03-05T00:00:00,2024-03-09T00:00:00,4
2224,7,1,1,2024-02-16T00:00:00,2024-02-18T00:00:00,2
2225,19,12,4,2024-06-14T00:00:00,2024-06-20T00:00:00,6
2226,27,30,1,2024-07-13T00:00:00,2024-07-15T00:00:00,2
2227,8,14,1,2024-02-10T00:00:00,2024-02-17T00:00:00,7
2228,45,9,4,2024-02-29T00:00:00,2024-03-03T00:00:00,3
2229,9,15,3,2024-02-27T00:00:00,2024-03-03T00:00:00,5
2230,49,14,2,2024-05-21T00:00:00,2024-05-26T00:00:00,5
2231,3,22,3,2024-04-11T00:00:00,2024-04-17T00:00:00,6
2232,13,24,3,2024-12-18T00:00:00,2024-12-19T00:00:00,1
2233,14,3,2,2024-10-26T00:00:00,2024-10-30T00:00:00,4
2234,5,4,2,2024-02-25T00:00:00,2024-03-01T00:00:00,5
2235,35,8,4,2024-10-09T00:00:00,2024-10-10T00:00:00,1
2236,1,9,3,2024-06-30T00:00:00,2024-07-04T00:00:00,4
2237,2,26,4,2024-03-19T00:00:00,2024-03-24T00:00:00,5
2238,30,2,3,2024-02-15T00:00:00,2024-02-22T00:00:00,7
2239,48,19,4,2024-05-16T00:00:00,2024-05-22T00:00:00,6
2240,14,26,3,2024-09-30T00:00:00,2024-10-05T00:00:00,5
2241,11,11,1,2024-07-20T00:00:00,2024-07-23T00:00:00,3
2242,40,28,1,2024-10-04T00:00:00,2024-10-07T00:00:00,3
2243,1,5,3,2024-09-12T00:00:00,2024-09-13T00:00:00,1
2244,16,16,1,2024-01-08T00:00:00,2024-01-13T00:00:00,5
2245,10,14,4,2024-11-30T00:00:00,2024-12-04T00:00:00,4
2246,49,27,3,2024-09-09T00:00:00,2024-09-13T00:00:00,4
2247,44,4,3,2024-08-12T00:00:00,2024-08-14T00:00:00,2
2248,26,25,3,2024-01-18T00:00:00,2024-01-20T00:00:00,2
2249,6,9,4,2024-02-23T00:00:00,2024-03-01T00:00:00,7
2250,32,29,1,2024-03-09T00:00:00,2024-03-12T00:00:00,3
2251,4,11,3,2024-10-07T00:00:00,2024-10-09T00:00:00,2
2252,43,12,4,2024-04-24T00:00:00,2024-04-25T00:00:00,1
2253,3,24,1,2024-03-22T00:00:00,2024-03-25T00:00:00,3
2254,49,8,2,2024-04-08T00:00:00,2024-04-12T00:00:00,4
2255,4,24,1,2024-08-16T00:00:00,2024-08-17T00:00:00,1
2256,9,6,3,2024-10-11T00:00:00,2024-10-18T00:00:00,7
2257,33,11,2,2024-11-17T00:00:00,2024-11-24T00:00:00,7
2258,3,15,4,2024-01-01T00:00:00,2024-01-05T00:00:00,4
2259,31,21,4,2024-01-21T00:00:00,2024-01-25T00:00:00,4
2260,38,15,3,2024-05-28T00:00:00,2024-06-01T00:00:00,4
2261,18,27,2,2024-03-12T00:00:00,2024-03-14T00:00:00,2
2262,32,11,3,2024-04-01T00:00:00,2024-04-02T00:00:00,1
2263,47,3,3,2024-10-14T00:00:00,2024-10-20T00:00:00,6
2264,12,15,3,2024-05-04T00:00:00,2024-05-10T00:00:00,6
2265,25,26,2,2024-06-09T00:00:00,2024-06-14T00:00:00,5
2266,17,26,1,2024-11-20T00:00:00,2024-11-21T00:00:00,1
2267,47,29,1,2024-09-23T00:00:00,2024-09-26T00:00:00,3
2268,19,28,4,2024-08-17T00:00:00,2024-08-20T00:00:00,3
2269,3,1,2,2024-11-14T00:00:00,2024-11-20T00:00:00,6
2270,37,1,4,2024-11-13T00:00:00,2024-11-15T00:00:00,2
2271,34,20,1,2024-03-25T00:00:00,2024-03-30T00:00:00,5
2272,25,4,2,2024-02-24T00:00:00,2024-02-25T00:00:00,1
2273,29,30,4,2024-03-08T00:00:00,2024-03-11T00:00:00,3
2274,19,22,3,2024-01-13T00:00:00,2024-01-20T00:00:00,7
2275,50,22,1,2024-04-08T00:00:00,2024-04-12T00:00:00,4
2276,44,22,2,2024-05-17T00:00:00,2024-05-24T00:00:00,7
2277,36,11,3,2024-03-30T00:00:00,2024-03-31T00:00:00,1
2278,46,23,4,2024-08-24T00:00:00,2024-08-29T00:00:00,5
2279,49,8,3,2024-04-24T00:00:00,2024-04-27T00:00:00,3
2280,16,9,1,2024-04-13T00:00:00,2024-04-16T00:00:00,3
2281,48,13,2,2024-09-16T00:00:00,2024-09-18T00:00:00,2
2282,47,16,4,2024-03-27T00:00:00,2024-04-01T00:00:00,5
2283,14,24,2,2024-10-10T00:00:00,2024-10-12T00:00:00,2
2284,6,20,4,2024-09-01T00:00:00,2024-09-06T00:00:00,5
2285,37,30,2,2024-12-13T00:00:00,2024-12-14T00:00:00,1
2286,29,29,3,2024-04-25T00:00:00,2024-04-27T00:00:00,2
2287,4,5,1,2024-08-26T00:00:00,2024-08-28T00:00:00,2
2288,22,24,3,2024-09-14T00:00:00,2024-09-16T00:00:00,2
2289,7,30,1,2024-05-03T00:00:00,2024-05-08T00:00:00,5
2290,3,9,1,2024-05-26T00:00:00,2024-05-30T00:00:00,4
2291,35,9,4,2024-02-02T00:00:00,2024-02-03T00:00:00,1
2292,6,26,3,2024-09-21T00:00:00,2024-09-25T00:00:00,4
2293,23,5,2,2024-08-01T00:00:00,2024-08-05T00:00:00,4
2294,10,10,4,2024-08-16T00:00:00,2024-08-20T00:00:00,4
2295,49,3,4,2024-04-12T00:00:00,2024-04-14T00:00:00,2
2296,15,27,3,2024-11-08T00:00:00,2024-11-12T00:00:00,4
2297,3,8,2,2024-05-16T00:00:00,2024-05-20T00:00:00,4
2298,26,1,2,2024-11-18T00:00:00,2024-11-22T00:00:00,4
2299,50,22,3,2024-03-08T00:00:00,2024-03-11T00:00:00,3
2300,32,18,2,2024-07-01T00:00:00,2024-07-02T00:00:00,1
2301,48,9,2,2024-11-11T00:00:00,2024-11-18T00:00:00,7
2302,24,11,1,2024-05-25T00:00:00,2024-05-31T00:00:00,6
2303,26,30,3,2024-08-30T00:00:00,2024-09-02T00:00:00,3
2304,50,9,1,2024-07-18T00:00:00,2024-07-19T00:00:00,1
2305,49,17,3,2024-06-03T00:00:00,2024-06-08T00:00:00,5
2306,34,12,2,2024-12-21T00:00:00,2024-12-23T00:00:00,2
2307,10,6,3,2024-10-17T00:00:00,2024-10-19T00:00:00,2
2308,8,3,4,2024-05-07T00:00:00,2024-05-10T00:00:00,3
2309,22,14,1,2024-08-23T00:00:00,2024-08-25T00:00:00,2
2310,50,3,4,2024-12-07T00:00:00,2024-12-10T00:00:00,3
2311,34,1,2,2024-10-22T00:00:00,2024-10-29T00:00:00,7
2312,23,7,2,2024-03-26T00:00:00,2024-04-02T00:00:00,7
2313,21,2,1,2024-08-31T00:00:00,2024-09-03T00:00:00,3
2314,18,25,2,2024-09-15T00:00:00,2024-09-22T00:00:00,7
2315,1,10,4,2024-06-21T00:00:00,2024-06-28T00:00:00,7
2316,49,30,2,2024-10-14T00:00:00,2024-10-19T00:00:00,5
2317,41,19,4,2024-08-06T00:00:00,2024-08-10T00:00:00,4
2318,14,3,3,2024-07-08T00:00:00,2024-07-09T00:00:00,1
2319,29,30,3,2024-01-29T00:00:00,2024-02-01T00:00:00,3
2320,42,11,4,2024-09-24T00:00:00,2024-09-28T00:00:00,4
2321,38,29,1,2024-06-08T00:00:00,2024-06-11T00:00:00,3
2322,34,25,2,2024-07-07T00:00:00,2024-07-11T00:00:00,4
2323,5,20,3,2024-02-16T00:00:00,2024-02-21T00:00:00,5
2324,47,5,3,2024-08-29T00:00:00,2024-08-31T00:00:00,2
2325,11,28,4,2024-03-28T00:00:00,2024-03-29T00:00:00,1
2326,24,17,2,2024-10-11T00:00:00,2024-10-18T00:00:00,7
2327,42,14,4,2024-06-06T00:00:00,2024-06-13T00:00:00,7
2328,41,26,4,2024-11-05T00:00:00,2024-11-08T00:00:00,3
2329,49,13,4,2024-03-03T00:00:00,2024-03-05T00:00:00,2
2330,34,16,1,2024-01-08T00:00:00,2024-01-10T00:00:00,2
2331,17,14,3,2024-06-22T00:00:00,2024-06-28T00:00:00,6
2332,18,6,1,2024-06-28T00:00:00,2024-07-03T00:00:00,5
2333,30,15,1,2024-08-06T00:00:00,2024-08-10T00:00:00,4
2334,21,17,4,2024-03-10T00:00:00,2024-03-13T00:00:00,3
2335,8,27,4,2024-04-04T00:00:00,2024-04-06T00:00:00,2
2336,14,5,1,2024-09-21T00:00:00,2024-09-23T00:00:00,2
2337,34,20,2,2024-05-01T00:00:00,2024-05-07T00:00:00,6
2338,17,4,2,2024-11-06T00:00:00,2024-11-13T00:00:00,7
2339,34,3,3,2024-11-21T00:00:00,2024-11-22T00:00:00,1
2340,39,15,1,2024-09-07T00:00:00,2024-09-14T00:00:00,7
2341,25,24,2,2024-02-23T00:00:00,2024-02-29T00:00:00,6
2342,12,15,1,2024-02-02T00:00:00,2024-02-05T00:00:00,3
2343,20,18,2,2024-06-19T00:00:00,2024-06-21T00:00:00,2
2344,7,24,2,2024-08-03T00:00:00,2024-08-07T00:00:00,4
2345,48,20,1,2024-08-20T00:00:00,2024-08-25T00:00:00,5
2346,28,10,4,2024-10-15T00:00:00,2024-10-22T00:00:00,7
2347,47,6,4,2024-02-12T00:00:00,2024-02-14T00:00:00,2
2348,29,4,3,2024-03-31T00:00:00,2024-04-06T00:00:00,6
2349,3,11,2,2024-08-28T00:00:00,2024-09-04T00:00:00,7
2350,9,14,1,2024-12-09T00:00:00,2024-12-13T00:00:00,4
2351,2,4,4,2024-02-04T00:00:00,2024-02-09T00:00:00,5
2352,7,11,2,2024-09-09T00:00:00,2024-09-16T00:00:00,7
2353,3,17,1,2024-11-13T00:00:00,2024-11-15T00:00:00,2
2354,27,10,3,2024-07-13T00:00:00,2024-07-18T00:00:00,5
2355,9,27,2,2024-10-03T00:00:00,2024-10-06T00:00:00,3
2356,45,28,3,2024-10-18T00:00:00,2024-10-21T00:00:00,3
2357,46,21,3,2024-04-13T00:00:00,2024-04-15T00:00:00,2
2358,42,13,1,2024-02-19T00:00:00,2024-02-21T00:00:00,2
2359,45,5,1,2024-10-11T00:00:00,2024-10-13T00:00:00,2
2360,4,22,3,2024-10-10T00:00:00,2024-10-11T00:00:00,1
2361,31,24,1,2024-01-11T00:00:00,2024-01-12T00:00:00,1
2362,2,21,3,2024-01-25T00:00:00,2024-01-29T00:00:00,4
2363,45,11,1,2024-10-19T00:00:00,2024-10-23T00:00:00,4
2364,21,7,4,2024-01-13T00:00:00,2024-01-18T00:00:00,5
2365,20,5,2,2024-02-29T00:00:00,2024-03-02T00:00:00,2
2366,12,7,2,2024-11-01T00:00:00,2024-11-07T00:00:00,6
2367,10,19,1,2024-10-14T00:00:00,2024-10-18T00:00:00,4
2368,43,2,1,2024-05-23T00:00:00,2024-05-26T00:00:00,3
2369,25,6,3,2024-09-23T00:00:00,2024-09-27T00:00:00,4
2370,45,7,2,2024-09-19T00:00:00,2024-09-23T00:00:00,4
2371,24,24,2,2024-08-22T00:00:00,2024-08-29T00:00:00,7
2372,13,6,1,2024-11-18T00:00:00,2024-11-21T00:00:00,3
2373,4,21,4,2024-12-20T00:00:00,2024-12-26T00:00:00,6
2374,50,21,1,2024-09-16T00:00:00,2024-09-23T00:00:00,7
2375,36,9,4,2024-06-28T00:00:00,2024-07-04T00:00:00,6
2376,23,1,3,2024-01-11T00:00:00,2024-01-18T00:00:00,7
2377,32,26,1,2024-01-06T00:00:00,2024-01-08T00:00:00,2
2378,2,5,3,2024-08-14T00:00:00,2024-08-19T00:00:00,5
2379,24,28,2,2024-06-17T00:00:00,2024-06-18T00:00:00,1
2380,35,12,3,2024-05-11T00:00:00,2024-05-16T00:00:00,5
2381,8,30,2,2024-10-30T00:00:00,2024-11-03T00:00:00,4
2382,36,17,4,2024-09-17T00:00:00,2024-09-21T00:00:00,4
2383,7,29,1,2024-02-19T00:00:00,2024-02-21T00:00:00,2
2384,24,20,3,2024-05-21T00:00:00,2024-05-25T00:00:00,4
2385,17,10,2,2024-07-25T00:00:00,2024-07-31T00:00:00,6
2386,8,17,4,2024-09-30T00:00:00,2024-10-07T00:00:00,7
2387,11,5,3,2024-01-05T00:00:00,2024-01-12T00:00:00,7
2388,17,3,1,2024-02-13T00:00:00,2024-02-19T00:00:00,6
2389,1,29,3,2024-08-06T00:00:00,2024-08-09T00:00:00,3
2390,21,28,3,2024-08-24T00:00:00,2024-08-31T00:00:00,7
2391,28,4,2,2024-12-19T00:00:00,2024-12-20T00:00:00,1
2392,31,18,3,2024-03-31T00:00:00,2024-04-07T00:00:00,7
2393,35,18,3,2024-12-20T00:00:00,2024-12-22T00:00:00,2
2394,9,28,3,2024-01-24T00:00:00,2024-01-27T00:00:00,3
2395,9,8,1,2024-11-11T00:00:00,2024-11-14T00:00:00,3
2396,16,4,3,2024-04-21T00:00:00,2024-04-28T00:00:00,7
2397,30,16,4,2024-06-05T00:00:00,2024-06-09T00:00:00,4
2398,26,9,2,2024-10-31T00:00:00,2024-11-07T00:00:00,7
2399,29,14,2,2024-10-10T00:00:00,2024-10-17T00:00:00,7
2400,3,18,3,2024-10-23T00:00:00,2024-10-30T00:00:00,7
2401,21,12,2,2024-10-20T00:00:00,2024-10-25T00:00:00,5
2402,7,22,3,2024-04-15T00:00:00,2024-04-19T00:00:00,4
2403,12,20,2,2024-08-03T00:00:00,2024-08-05T00:00:00,2
2404,15,14,3,2024-04-12T00:00:00,2024-04-16T00:00:00,4
2405,5,27,1,2024-10-03T00:00:00,2024-10-04T00:00:00,1
2406,49,14,2,2024-10-11T00:00:00,2024-10-13T00:00:00,2
2407,11,11,1,2024-10-08T00:00:00,2024-10-14T00:00:00,6
2408,34,19,2,2024-12-05T00:00:00,2024-12-08T00:00:00,3
2409,42,12,4,2024-10-20T00:00:00,2024-10-22T00:00:00,2
2410,45,10,4,2024-11-22T00:00:00,2024-11-23T00:00:00,1
2411,27,5,3,2024-04-21T00:00:00,2024-04-22T00:00:00,1
2412,20,24,3,2024-04-29T00:00:00,2024-05-05T00:00:00,6
2413,39,5,3,2024-02-26T00:00:00,2024-02-27T00:00:00,1
2414,10,18,3,2024-08-02T00:00:00,2024-08-05T00:00:00,3
2415,2,26,2,2024-08-17T00:00:00,2024-08-18T00:00:00,1
2416,37,16,4,2024-07-24T00:00:00,2024-07-30T00:00:00,6
2417,40,18,3,2024-04-29T00:00:00,2024-05-01T00:00:00,2
2418,16,23,4,2024-03-20T00:00:00,2024-03-23T00:00:00,3
2419,49,26,2,2024-06-05T00:00:00,2024-06-12T00:00:00,7
2420,46,12,1,2024-02-22T00:00:00,2024-02-28T00:00:00,6
2421,30,12,4,2024-10-29T00:00:00,2024-10-30T00:00:00,1
2422,10,10,3,2024-03-18T00:00:00,2024-03-19T00:00:00,1
2423,28,1,1,2024-08-18T00:00:00,2024-08-19T00:00:00,1
2424,29,9,1,2024-02-02T00:00:00,2024-02-05T00:00:00,3
2425,26,2,1,2024-11-19T00:00:00,2024-11-25T00:00:00,6
2426,42,11,2,2024-07-19T00:00:00,2024-07-26T00:00:00,7
2427,17,29,4,2024-09-12T00:00:00,2024-09-14T00:00:00,2
2428,9,30,2,2024-02-22T00:00:00,2024-02-27T00:00:00,5
2429,13,16,1,2024-09-04T00:00:00,2024-09-07T00:00:00,3
2430,21,30,3,2024-04-30T00:00:00,2024-05-02T00:00:00,2
2431,35,9,1,2024-07-19T00:00:00,2024-07-20T00:00:00,1
2432,18,28,4,2024-05-28T00:00:00,2024-06-03T00:00:00,6
2433,37,29,2,2024-06-18T00:00:00,2024-06-19T00:00:00,1
2434,42,13,3,2024-10-09T00:00:00,2024-10-12T00:00:00,3
2435,42,23,3,2024-10-20T00:00:00,2024-10-26T00:00:00,6
2436,36,30,3,2024-08-17T00:00:00,2024-08-22T00:00:00,5
2437,13,25,2,2024-06-03T00:00:00,2024-06-09T00:00:00,6
2438,39,25,1,2024-05-21T00:00:00,2024-05-26T00:00:00,5
2439,20,27,1,2024-09-26T00:00:00,2024-10-03T00:00:00,7
2440,41,2,4,2024-09-28T00:00:00,2024-09-30T00:00:00,2
2441,32,16,1,2024-01-03T00:00:00,2024-01-04T00:00:00,1
2442,17,18,2,2024-03-10T00:00:00,2024-03-11T00:00:00,1
2443,24,29,3,2024-04-30T00:00:00,2024-05-01T00:00:00,1
2444,25,16,3,2024-09-06T00:00:00,2024-09-12T00:00:00,6
2445,9,30,1,2024-10-15T00:00:00,2024-10-20T00:00:00,5
2446,34,1,2,2024-06-24T00:00:00,2024-06-29T00:00:00,5
2447,16,12,3,2024-04-02T00:00:00,2024-04-05T00:00:00,3
2448,31,25,3,2024-07-25T00:00:00,2024-07-29T00:00:00,4
2449,35,7,3,2024-01-13T00:00:00,2024-01-15T00:00:00,2
2450,6,18,4,2024-10-09T00:00:00,2024-10-15T00:00:00,6
2451,2,2,1,2024-12-17T00:00:00,2024-12-19T00:00:00,2
2452,43,26,1,2024-01-29T00:00:00,2024-02-01T00:00:00,3
2453,17,30,4,2024-02-01T00:00:00,2024-02-04T00:00:00,3
2454,44,13,3,2024-01-04T00:00:00,2024-01-07T00:00:00,3
2455,34,28,2,2024-04-28T00:00:00,2024-05-04T00:00:00,6
2456,22,15,2,2024-05-24T00:00:00,2024-05-26T00:00:00,2
2457,50,23,1,2024-10-20T00:00:00,2024-10-23T00:00:00,3
2458,5,8,1,2024-01-18T00:00:00,2024-01-25T00:00:00,7
2459,11,13,2,2024-05-28T00:00:00,2024-05-31T00:00:00,3
2460,47,14,3,2024-11-02T00:00:00,2024-11-03T00:00:00,1
2461,25,6,3,2024-06-05T00:00:00,2024-06-06T00:00:00,1
2462,7,3,3,2024-08-11T00:00:00,2024-08-15T00:00:00,4
2463,11,16,2,2024-05-29T00:00:00,2024-06-03T00:00:00,5
2464,24,29,2,2024-11-19T00:00:00,2024-11-20T00:00:00,1
2465,4,15,1,2024-03-14T00:00:00,2024-03-16T00:00:00,2
2466,10,16,4,2024-10-09T00:00:00,2024-10-11T00:00:00,2
2467,14,9,2,2024-02-27T00:00:00,2024-03-03T00:00:00,5
2468,35,23,3,2024-10-03T00:00:00,2024-10-06T00:00:00,3
2469,25,8,3,2024-08-22T00:00:00,2024-08-29T00:00:00,7
2470,28,1,3,2024-10-05T00:00:00,2024-10-12T00:00:00,7
2471,21,8,1,2024-08-21T00:00:00,2024-08-22T00:00:00,1
2472,33,21,2,2024-04-25T00:00:00,2024-05-01T00:00:00,6
2473,5,30,1,2024-07-02T00:00:00,2024-07-08T00:00:00,6
2474,50,1,4,2024-12-15T00:00:00,2024-12-17T00:00:00,2
2475,36,17,4,2024-11-28T00:00:00,2024-12-02T00:00:00,4
2476,3,21,4,2024-05-12T00:00:00,2024-05-15T00:00:00,3
2477,34,13,4,2024-10-15T00:00:00,2024-10-17T00:00:00,2
2478,21,10,3,2024-09-17T00:00:00,2024-09-18T00:00:00,1
2479,24,22,4,2024-09-28T00:00:00,2024-09-30T00:00:00,2
2480,43,29,4,2024-05-19T00:00:00,2024-05-20T00:00:00,1
2481,5,21,4,2024-10-04T00:00:00,2024-10-11T00:00:00,7
2482,36,4,1,2024-02-07T00:00:00,2024-02-10T00:00:00,3
2483,40,29,3,2024-03-29T00:00:00,2024-04-04T00:00:00,6
2484,42,1,4,2024-09-17T00:00:00,2024-09-18T00:00:00,1
2485,8,13,2,2024-08-22T00:00:00,2024-08-27T00:00:00,5
2486,34,19,3,2024-12-08T00:00:00,2024-12-13T00:00:00,5
2487,5,24,2,2024-09-18T00:00:00,2024-09-22T00:00:00,4
2488,18,24,4,2024-07-22T00:00:00,2024-07-26T00:00:00,4
2489,7,22,1,2024-07-19T00:00:00,2024-07-20T00:00:00,1
2490,16,8,4,2024-12-11T00:00:00,2024-12-13T00:00:00,2
2491,7,3,4,2024-05-16T00:00:00,2024-05-17T00:00:00,1
2492,8,19,2,2024-08-08T00:00:00,2024-08-15T00:00:00,7
2493,19,28,1,2024-04-21T00:00:00,2024-04-26T00:00:00,5
2494,23,14,3,2024-12-15T00:00:00,2024-12-17T00:00:00,2
2495,45,28,3,2024-07-04T00:00:00,2024-07-06T00:00:00,2
2496,31,30,3,2024-11-16T00:00:00,2024-11-18T00:00:00,2
2497,23,18,3,2024-02-05T00:00:00,2024-02-11T00:00:00,6
2498,30,9,4,2024-09-14T00:00:00,2024-09-20T00:00:00,6
2499,34,19,4,2024-10-11T00:00:00,2024-10-18T00:00:00,7
2500,17,25,1,2024-12-22T00:00:00,2024-12-25T00:00:00,3
2501,25,16,1,2024-07-15T00:00:00,2024-07-22T00:00:00,7
2502,19,14,2,2024-11-14T00:00:00,2024-11-21T00:00:00,7
2503,27,13,3,2024-12-09T00:00:00,2024-12-12T00:00:00,3
2504,40,10,4,2024-03-31T00:00:00,2024-04-06T00:00:00,6
2505,47,2,4,2024-01-22T00:00:00,2024-01-29T00:00:00,7
2506,6,16,1,2024-01-11T00:00:00,2024-01-13T00:00:00,2
2507,35,5,3,2024-12-12T00:00:00,2024-12-15T00:00:00,3
2508,26,29,4,2024-04-12T00:00:00,2024-04-16T00:00:00,4
2509,43,13,1,2024-01-23T00:00:00,2024-01-24T00:00:00,1
2510,43,4,4,2024-10-31T00:00:00,2024-11-01T00:00:00,1
2511,29,30,1,2024-05-29T00:00:00,2024-05-31T00:00:00,2
2512,50,25,3,2024-01-23T00:00:00,2024-01-25T00:00:00,2
2513,3,7,4,2024-06-18T00:00:00,2024-06-19T00:00:00,1
2514,26,12,3,2024-03-16T00:00:00,2024-03-21T00:00:00,5
2515,1,3,2,2024-05-13T00:00:00,2024-05-14T00:00:00,1
2516,40,6,2,2024-03-15T00:00:00,2024-03-18T00:00:00,3
2517,6,17,4,2024-11-27T00:00:00,2024-12-01T00:00:00,4
2518,50,2,1,2024-04-03T00:00:00,2024-04-05T00:00:00,2
2519,17,27,1,2024-10-25T00:00:00,2024-10-27T00:00:00,2
2520,45,16,1,2024-01-19T00:00:00,2024-01-21T00:00:00,2
2521,49,26,1,2024-01-31T00:00:00,2024-02-04T00:00:00,4
2522,37,19,4,2024-02-26T00:00:00,2024-03-01T00:00:00,4
2523,1,4,3,2024-07-20T00:00:00,2024-07-24T00:00:00,4
2524,14,12,4,2024-11-15T00:00:00,2024-11-19T00:00:00,4
2525,10,14,2,2024-03-21T00:00:00,2024-03-28T00:00:00,7
2526,10,26,1,2024-04-15T00:00:00,2024-04-20T00:00:00,5
2527,23,30,4,2024-03-28T00:00:00,2024-04-02T00:00:00,5
2528,13,3,4,2024-05-21T00:00:00,2024-05-26T00:00:00,5
2529,47,1,4,2024-02-17T00:00:00,2024-02-19T00:00:00,2
2530,44,23,4,2024-08-13T00:00:00,2024-08-19T00:00:00,6
2531,15,12,3,2024-04-04T00:00:00,2024-04-11T00:00:00,7
2532,9,6,4,2024-05-21T00:00:00,2024-05-24T00:00:00,3
2533,12,14,2,2024-10-25T00:00:00,2024-10-26T00:00:00,1
2534,17,26,2,2024-08-14T00:00:00,2024-08-18T00:00:00,4
2535,35,13,3,2024-02-18T00:00:00,2024-02-20T00:00:00,2
